date,name,norm_name,buzz,std_tot_rtw,std_tot_likes,std_avgViewers,buzz_daily_top,avgViewers,avgPopularity,avgChannels,total_likes,total_retweets
2019-06-29,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.09442030481153035,-0.05605194551274583,-0.06895569267074586,0.21942794299502205,10,28193.891666666666,28052.075,1317.4208333333333,157.0,28.0
2019-06-30,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.10885378189188419,-0.05452948069330981,-0.06806030177393847,0.23144356435913246,9,28897.0875,28877.9,1295.8729166666667,181.0,35.0
2019-07-01,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,-0.028562077915339518,-0.0525720259254635,-0.06761260632553479,0.09162255433565877,15,20714.277083333334,20539.225,1147.8916666666667,193.0,44.0
2019-07-02,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.008444899338275635,-0.05148455105443778,-0.06727683473923202,0.12720628513194543,15,22796.760416666668,22836.43541666667,1167.2583333333334,202.0,49.0
2019-07-03,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,-0.04748483600530132,-0.0549644706417201,-0.06951531198125047,0.07699494661766926,13,19858.21875,19763.454166666666,1101.1166666666666,142.0,33.0
2019-07-04,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.015829138787286617,-0.054311985719104665,-0.06884376880864493,0.13898489331503622,11,23486.085416666665,23404.035416666666,1180.7104166666666,160.0,36.0
2019-07-05,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.11797858736259956,-0.04191477218941137,-0.052913272436280266,0.2128066319882912,10,27806.389583333334,27913.241666666665,1163.99375,587.0,93.0
2019-07-06,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.01934790282147264,-0.05344200582228408,-0.06925415630301499,0.14204406494677171,13,23665.11875,23729.46458333333,1293.26875,149.0,40.0
2019-07-07,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.13100466159085833,-0.056269440486950976,-0.06955261993528411,0.2568267220130934,13,30382.597916666666,30126.84583333333,1258.59375,141.0,27.0
2019-07-08,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.1751342661438061,-0.054311985719104665,-0.06817222563603939,0.29761847749895015,11,32769.87291666667,32966.16875,1134.7083333333333,178.0,36.0
2019-07-09,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.11930712723898769,-0.05170204602864292,-0.06876915290057765,0.23977832616820827,10,29384.866666666665,29137.75625,1176.6875,162.0,48.0
2019-06-14,Pokémon Gold/Silver,pokémon gold/silver,-0.39434853181673113,-0.06083683494525903,-0.07194032899343712,-0.261571367878035,41,44.14385150812065,43.004640371229705,2.3155452436194897,77.0,6.0
2019-06-15,Pokémon Gold/Silver,pokémon gold/silver,3.508724442175057,2.0295073621403943,1.7412635449955447,-0.2620464649608822,1,16.339522546419097,15.251989389920425,2.0742705570291777,48678.0,9617.0
2019-06-16,Pokémon Gold/Silver,pokémon gold/silver,-0.39281054597976023,-0.060619339971053884,-0.07227610057973989,-0.25991510542896645,40,141.07407407407408,104.97407407407408,2.1259259259259258,68.0,7.0
2019-06-17,Pokémon Gold/Silver,pokémon gold/silver,-0.3573280394326117,-0.03865234757633419,-0.056867915563846204,-0.2618077762924313,31,30.30841121495327,29.58878504672897,2.6666666666666665,481.0,108.0
2019-06-18,Pokémon Gold/Silver,pokémon gold/silver,-0.39285866601756825,-0.0597493600742333,-0.07123147786679795,-0.261877828076537,38,26.20873786407767,29.13106796116505,2.2791262135922326,96.0,11.0
2019-06-19,Pokémon Gold/Silver,pokémon gold/silver,-0.3841650271966591,-0.057356915357976705,-0.06481450977301172,-0.2619936020656707,35,19.43324250681199,15.833787465940055,2.223433242506812,268.0,22.0
2019-06-20,Pokémon Gold/Silver,pokémon gold/silver,-0.39653462534843925,-0.06170681484207961,-0.0732834153386482,-0.26154439516771144,42,45.722388059701494,45.20597014925373,2.5164179104477613,41.0,2.0
2019-06-21,Pokémon Gold/Silver,pokémon gold/silver,-0.3787181793573901,-0.050614571157617194,-0.06626951998032371,-0.2618340882194492,32,28.76854599406528,32.59347181008902,2.691394658753709,229.0,53.0
2019-06-22,Pokémon Gold/Silver,pokémon gold/silver,-0.38465301039268573,-0.054311985719104665,-0.06839607336024124,-0.26194495131333984,32,22.28045325779037,23.841359773371106,3.2237960339943337,172.0,36.0
2019-06-23,Pokémon Gold/Silver,pokémon gold/silver,-0.3860471108003648,-0.05344200582228408,-0.07070916651032698,-0.2618959384677537,36,25.14885496183206,23.133587786259547,2.6259541984732824,110.0,40.0
2019-06-24,Pokémon Gold/Silver,pokémon gold/silver,-0.3919224043146967,-0.059096875151617864,-0.07074647446436062,-0.26207905469871823,38,14.432258064516128,13.725806451612904,4.0032258064516135,109.0,14.0
