date,name,norm_name,buzz,std_tot_rtw,std_tot_likes,std_avgViewers,buzz_daily_top,twitch_daily_top,avgViewers,avgPopularity,avgChannels,total_likes,total_retweets
2019-06-20,Total War: Three Kingdoms,total war three kingdoms,-0.3452806206826115,-0.05048318135328634,-0.06141456713080187,-0.2333828721985233,26,80.0,1707.098121085595,1673.5949895615865,35.66388308977035,289.0,43.0
2019-06-21,Total War: Three Kingdoms,total war three kingdoms,-0.3481120796171095,-0.05250858303537076,-0.0680464958200503,-0.22755700076168844,27,65.0,2048.670833333333,2069.625,39.97708333333333,117.0,34.0
2019-06-22,Total War: Three Kingdoms,total war three kingdoms,-0.33682192559229457,-0.05790965418759589,-0.07024428614148728,-0.2086679852632114,24,51.0,3156.1398747390394,3265.6388308977034,40.86847599164928,60.0,10.0
2019-06-23,Total War: Three Kingdoms,total war three kingdoms,-0.3496287389641929,-0.05678443103088233,-0.06939601619286248,-0.22344829174044809,27,78.0,2289.565762004175,2309.7286012526097,35.01670146137787,82.0,15.0
2019-06-24,Total War: Three Kingdoms,total war three kingdoms,-0.3675612865434702,-0.057459564924910465,-0.07009005524173732,-0.24001166637682245,30,118.0,1318.449790794979,1388.163179916318,28.207112970711297,64.0,12.0
2019-06-25,Total War: Three Kingdoms,total war three kingdoms,-0.34826476896710806,-0.05408389545476976,-0.06600293639836328,-0.228177937113975,31,79.0,2012.2651356993738,2026.1106471816283,26.747390396659714,170.0,27.0
2019-06-26,Total War: Three Kingdoms,total war three kingdoms,-0.3775875755643431,-0.05588425250551146,-0.06642707137267569,-0.2552762516861559,32,214.0,423.482254697286,433.1899791231732,26.089770354906047,159.0,19.0
2019-06-27,Total War: Three Kingdoms,total war three kingdoms,-0.3437625381437825,-0.05430894008611247,-0.06611860957317575,-0.22333498848449435,25,82.0,2296.2087682672236,2143.106471816284,29.68058455114823,167.0,26.0
2019-06-28,Total War: Three Kingdoms,total war three kingdoms,-0.35292965568184675,-0.05678443103088233,-0.06928034301805003,-0.2268648816329144,28,75.0,2089.25,2173.6270833333333,28.27708333333333,85.0,15.0
2019-06-29,Total War: Three Kingdoms,total war three kingdoms,-0.36055426578985017,-0.0565593863995396,-0.0676223608457379,-0.23637251854457264,29,87.0,1531.8141962421712,1527.41127348643,27.55114822546973,128.0,16.0
2019-06-30,Total War: Three Kingdoms,total war three kingdoms,-0.3628388089750538,-0.058584788081624026,-0.06430639650111368,-0.2399476243923161,29,86.0,1322.2045929018789,1276.6868475991648,25.03549060542797,214.0,7.0
2019-07-01,Total War: Three Kingdoms,total war three kingdoms,-0.3836938654151574,-0.058584788081624026,-0.06955024709261244,-0.2555588302409209,38,192.0,406.9145833333333,434.16458333333327,20.335416666666667,78.0,7.0
